Geometry
"POLYGON((-102.432887 32.20513,-102.43493023487686 32.21146429970465,-102.433208 32.205635,-102.442581 32.203346,-102.442682 32.203259,-102.442957 32.203254,-102.448379 32.20193,-102.449018 32.201374,-102.450774 32.201346,-102.457074 32.199808,-102.457074 32.199807,-102.45751981837445 32.199419064121685,-102.45698 32.199543,-102.448775 32.201427,-102.440831 32.203279,-102.432887 32.20513))"
"POLYGON((-102.46941942511829 32.21062177005216,-102.46944233941039 32.211655668712886,-102.469734 32.211585,-102.46941942511829 32.21062177005216))"
"POLYGON((-102.47266543028137 32.220468724310315,-102.472094 32.218737,-102.46587954575025 32.22020988658321,-102.465911 32.220304,-102.470576 32.219237,-102.470859 32.219743,-102.471748 32.219728,-102.47266543028137 32.220468724310315))"
"POLYGON((-102.47060800356888 32.25731747656436,-102.470455 32.257194,-102.467265 32.257246,-102.46699697203482 32.25702969672985,-102.467002 32.257045,-102.467002 32.257046,-102.467003 32.257048,-102.467343 32.258083,-102.47060800356888 32.25731747656436))"
"POLYGON((-102.521182 32.242984,-102.52119799599747 32.243662687321226,-102.52131341426707 32.24396400429839,-102.522286 32.244748,-102.524412 32.244712,-102.525455 32.243803,-102.525434 32.242912,-102.524351 32.242039,-102.524331 32.241148,-102.523247 32.240275,-102.521122 32.24031,-102.52021616196511 32.24109945999397,-102.52082849112277 32.242698038550486,-102.521182 32.242983,-102.521182 32.242984),(-102.523288 32.242057,-102.524371 32.24293,-102.523329 32.243839,-102.522245 32.242966,-102.523288 32.242057))"
"POLYGON((-102.524331 32.241148,-102.524351 32.242039,-102.525434 32.242912,-102.525455 32.243803,-102.524412 32.244712,-102.522286 32.244748,-102.52131341426707 32.24396400429839,-102.521508 32.244472,-102.521789 32.245333,-102.52593 32.244383,-102.523649 32.23714,-102.519086 32.238149,-102.52021616196511 32.24109945999397,-102.521122 32.24031,-102.523247 32.240275,-102.524331 32.241148))"
"POLYGON((-102.522245 32.242966,-102.523329 32.243839,-102.524371 32.24293,-102.523288 32.242057,-102.522245 32.242966))"
"POLYGON((-102.52082849112277 32.242698038550486,-102.52119799599747 32.243662687321226,-102.521182 32.242984,-102.521182 32.242983,-102.52082849112277 32.242698038550486))"
"POLYGON((-102.49962620885384 32.286623077309635,-102.49915889352101 32.285229627953534,-102.497922 32.283022,-102.491734 32.28433,-102.492618 32.28788,-102.49962620885384 32.286623077309635))"
"POLYGON((-102.499761 32.287025,-102.49962620885384 32.286623077309635,-102.492618 32.28788,-102.491734 32.28433,-102.497922 32.283022,-102.49915889352101 32.285229627953534,-102.498221 32.282433,-102.490137 32.284421,-102.491591 32.288833,-102.499761 32.287025))"
"POLYGON((-102.464169 32.287537,-102.46287617683733 32.28784515800814,-102.46718282609372 32.29681112312252,-102.466753 32.295507,-102.465465 32.291521,-102.465047 32.29023,-102.464169 32.287537))"
"POLYGON((-102.470802 31.651234,-102.47121 31.651142,-102.470641 31.651142,-102.47066 31.651202,-102.4706699510854 31.65123384347329,-102.470802 31.651234))"
"POLYGON((-102.411131 31.477584,-102.412167 31.476678,-102.413221 31.476662,-102.413202 31.475772,-102.414237 31.474866,-102.413164 31.473992,-102.413107 31.471321,-102.412034 31.470447,-102.41089347854253 31.47046409375738,-102.412614 31.475717,-102.404449 31.477651,-102.3972098327125 31.47936278545269,-102.397463 31.479569,-102.402735 31.479491,-102.404805 31.477679,-102.404806 31.477679,-102.411131 31.477584))"
"POLYGON((-102.335699 31.546766,-102.33305204206034 31.54739226827357,-102.36052460251052 31.580126357553617,-102.360501 31.578987,-102.3605 31.578971,-102.360495 31.578967,-102.358352 31.577221,-102.358316 31.57544,-102.357549 31.574816,-102.357226 31.573805,-102.357184 31.571798,-102.356628 31.571935,-102.356627 31.571935,-102.35206 31.557974,-102.351499 31.558111,-102.346879 31.544034,-102.363387 31.540161,-102.364855 31.539812,-102.364963 31.539717,-102.363889 31.538842,-102.363871 31.537952,-102.362797 31.537077,-102.362742 31.534406,-102.361669 31.533531,-102.361615 31.53096,-102.361576 31.529079,-102.360503 31.528205,-102.360217 31.528209,-102.359445 31.52822,-102.358752 31.526121,-102.352026 31.527717,-102.352306 31.52765,-102.352045 31.527437,-102.352037 31.527026,-102.352027 31.526547,-102.350954 31.525672,-102.350917 31.523891,-102.349844 31.523016,-102.348789 31.523032,-102.347716 31.522157,-102.345606 31.522187,-102.342496 31.524904,-102.340983 31.52367,-102.34035 31.523154,-102.340332 31.522264,-102.339574 31.521646,-102.339243 31.520626,-102.339193 31.518203,-102.339186 31.517827,-102.339071 31.517829,-102.338338 31.517839,-102.337754 31.516041,-102.323078 31.519572,-102.321254 31.518084,-102.3212 31.515413,-102.320127 31.514538,-102.320091 31.512757,-102.319018 31.511882,-102.320055 31.510976,-102.320037 31.510101,-102.320036 31.510086,-102.320027 31.510079,-102.318964 31.509211,-102.31893 31.507533,-102.318892 31.50565,-102.317819 31.504774,-102.317675 31.497651,-102.316602 31.496776,-102.316584 31.495886,-102.31591 31.495336,-102.316013 31.500137,-102.316031 31.500811,-102.31611134146482 31.50380703462522,-102.325957 31.533639,-102.32222533263453 31.53449203374332,-102.32337867824776 31.535866267438898,-102.323726 31.535861,-102.324288 31.535371,-102.324762 31.534956,-102.324763 31.534956,-102.325037 31.53518,-102.326544 31.536409,-102.326828 31.536641,-102.32697080845273 31.536757452694275,-102.32621035971997 31.534411681439146,-102.325954 31.534485,-102.32611 31.53444,-102.32621024719028 31.53441133431658,-102.326038 31.53388,-102.330848 31.532777,-102.33094522382518 31.53305736777787,-102.333989 31.532187,-102.3309452706493 31.533057502806212,-102.335699 31.546766),(-102.333321 31.525516,-102.333954 31.528213,-102.32657 31.530371,-102.325093 31.526235,-102.333321 31.525516))"
"POLYGON((-102.372798 31.567975,-102.375 31.574746,-102.375074 31.574973,-102.37735 31.58197,-102.385691 31.579965,-102.394032 31.577961,-102.391778 31.571064,-102.389709 31.564734,-102.391205 31.564386,-102.392701 31.564039,-102.390413 31.556637,-102.388124 31.549236,-102.385247 31.549932,-102.384107 31.550205,-102.376782 31.551964,-102.375 31.552392,-102.368317 31.553997,-102.370554 31.560987,-102.37279 31.567977,-102.372797 31.567975,-102.372798 31.567975))"
"POLYGON((-102.41542350417582 31.618679497039196,-102.415407 31.618643,-102.414965547149 31.618785022053604,-102.41542350417582 31.618679497039196))"
"POLYGON((-102.412729 31.63445,-102.41643732730942 31.646747454949217,-102.41786953751246 31.648453961218955,-102.41993244781709 31.647961973786682,-102.41884 31.6469,-102.417865 31.644754,-102.417849 31.644024,-102.417348 31.643617,-102.416813 31.642441,-102.41563 31.637838,-102.416813 31.635824,-102.419138 31.634207,-102.419752 31.634197,-102.420788 31.633291,-102.420784 31.633062,-102.421658 31.632454,-102.420726 31.630396,-102.420674 31.627949,-102.419599 31.627074,-102.419542 31.624403,-102.418467 31.623529,-102.418448 31.622638,-102.417373 31.621764,-102.417334 31.619983,-102.41633365854676 31.61999824910752,-102.41814 31.625628,-102.420401 31.632695,-102.412729 31.63445))"
"POLYGON((-102.411859 31.634468,-102.40714893660024 31.635680157043236,-102.40718225563997 31.635719857326112,-102.411937 31.634632,-102.411937 31.634631,-102.41149669100483 31.633271693036395,-102.411859 31.634467,-102.411859 31.634468))"
"POLYGON((-102.435334 31.651192,-102.430187 31.651186,-102.437022 31.651194,-102.437014 31.650856,-102.435939 31.649982,-102.4359 31.648201,-102.43376355528042 31.646464828279946,-102.43425 31.647961,-102.434251 31.647961,-102.434324 31.647953,-102.435314 31.65113,-102.435334 31.651192))"
"POLYGON((-102.41089347854253 31.47046409375738,-102.406763 31.470526,-102.404692 31.472338,-102.398367 31.472432,-102.397332 31.473338,-102.397331 31.473338,-102.396277 31.473354,-102.39639 31.478695,-102.3972098327125 31.47936278545269,-102.404449 31.477651,-102.412614 31.475717,-102.41089347854253 31.47046409375738))"
"POLYGON((-102.398367 31.472432,-102.404692 31.472338,-102.406763 31.470526,-102.41089347854253 31.47046409375738,-102.410316 31.468701,-102.402157 31.470627,-102.393997 31.472553,-102.396287 31.479581,-102.3972098327125 31.47936278545269,-102.39639 31.478695,-102.396277 31.473354,-102.397331 31.473338,-102.397332 31.473338,-102.398367 31.472432))"
"POLYGON((-102.316649 31.526354,-102.3167309010502 31.52794531181142,-102.32222533263453 31.53449203374332,-102.325957 31.533639,-102.31611134146482 31.50380703462522,-102.316237 31.508493,-102.316592 31.521744,-102.316593 31.521836,-102.316648 31.526337,-102.316649 31.526354))"
"POLYGON((-102.330848 31.532777,-102.326038 31.53388,-102.32621024719028 31.53441133431658,-102.33094522382518 31.53305736777787,-102.330848 31.532777))"
"POLYGON((-102.329055 31.538457,-102.329142380417 31.542733830501806,-102.33305204206034 31.54739226827357,-102.335699 31.546766,-102.3309452706493 31.533057502806212,-102.32621035971997 31.534411681439146,-102.32697080845273 31.536757452694275,-102.329055 31.538457))"
"POLYGON((-102.32697080845273 31.536757452694275,-102.32876085016957 31.542279229802862,-102.329142380417 31.542733830501806,-102.329055 31.538457,-102.32697080845273 31.536757452694275))"
"POLYGON((-102.377351 31.58197,-102.379709 31.589268,-102.382067 31.596566,-102.384242 31.603399,-102.386416 31.610231,-102.394856 31.608275,-102.402821 31.60643,-102.403296 31.606319,-102.401032 31.599471,-102.398768 31.592623,-102.396417 31.585288,-102.394065 31.577954,-102.394032 31.577961,-102.385708 31.579962,-102.377351 31.58197))"
"POLYGON((-102.386416 31.610231,-102.38588676025755 31.610345861029874,-102.38680670376175 31.61144199157997,-102.386416 31.610231))"
"POLYGON((-102.411937 31.634631,-102.411937 31.634632,-102.40718225563997 31.635719857326112,-102.41643732730942 31.646747454949217,-102.412729 31.63445,-102.420401 31.632695,-102.41814 31.625628,-102.41633365854676 31.61999824910752,-102.416022 31.620003,-102.41542350417582 31.618679497039196,-102.414965547149 31.618785022053604,-102.407804 31.621089,-102.41149669100483 31.633271693036395,-102.411937 31.634631))"
"POLYGON((-102.420023 31.64805,-102.41993244781709 31.647961973786682,-102.41786953751246 31.648453961218955,-102.42016188247939 31.65118533476327,-102.430187 31.651186,-102.435334 31.651192,-102.435314 31.65113,-102.434324 31.647953,-102.434251 31.647961,-102.43425 31.647961,-102.43376355528042 31.646464828279946,-102.433749 31.646453,-102.43352 31.646457,-102.433519 31.646457,-102.432863 31.64503,-102.420023 31.64805))"
"POLYGON((-102.415877 31.618575,-102.41542350417582 31.618679497039196,-102.416022 31.620003,-102.41633365854676 31.61999824910752,-102.415877 31.618575))"
"POLYGON((-102.407804 31.621089,-102.414965547149 31.618785022053604,-102.407371 31.620535,-102.408818 31.625001,-102.409654 31.627583,-102.41149669100483 31.633271693036395,-102.407804 31.621089))"
"POLYGON((-102.432863 31.64503,-102.433519 31.646457,-102.43352 31.646457,-102.433749 31.646453,-102.43376355528042 31.646464828279946,-102.43322 31.644793,-102.41993244781709 31.647961973786682,-102.420023 31.64805,-102.432863 31.64503))"
"POLYGON((-102.466282 31.6373,-102.45803 31.639154,-102.449779 31.641009,-102.45142 31.646073,-102.453061 31.651137,-102.453086 31.651213,-102.4706699510854 31.65123384347329,-102.47066 31.651202,-102.470641 31.651142,-102.468461 31.644221,-102.466282 31.6373))"
"POLYGON((-102.499776 32.048126,-102.499756 32.047235,-102.4992610817685 32.0472433755393,-102.499745 32.048837,-102.499746 32.048837,-102.49976 32.048833,-102.5 32.049586,-102.500884 32.052364,-102.500821 32.052378,-102.500857 32.052495,-102.49407641302017 32.054015972229074,-102.494612 32.054449,-102.497795 32.054397,-102.498835 32.053489,-102.498836 32.053489,-102.500957 32.053454,-102.500857 32.049,-102.499776 32.048126))"
"POLYGON((-102.617599 32.055816,-102.61648949526406 32.056072021650834,-102.612833 32.056916,-102.61671 32.056849,-102.61775 32.055939,-102.617746 32.055782,-102.617599 32.055816))"
"POLYGON((-102.50843418313676 31.672647339913976,-102.506462 31.672935,-102.50652450092223 31.67308383073707,-102.50843418313676 31.672647339913976))"
"POLYGON((-102.50059638704565 31.67792695970824,-102.498861 31.674677,-102.496074 31.675305,-102.496121 31.675451,-102.497765 31.675128,-102.49883 31.678277,-102.50059638704565 31.67792695970824))"
"POLYGON((-102.510868 31.678359,-102.510868 31.678358,-102.510403 31.677032053133516,-102.510403 31.677726,-102.51005185404738 31.678522471370332,-102.510868 31.678359))"
"POLYGON((-102.508172 31.678899,-102.50855882805101 31.67882151960403,-102.50813206028013 31.67876106715336,-102.508172 31.678899))"
"POLYGON((-102.514945 31.678781,-102.517084 31.685717,-102.51509 31.679251,-102.51509 31.67925,-102.515469 31.678844,-102.51303 31.671977,-102.51290614475873 31.67199506536558,-102.514948 31.67878,-102.514945 31.678781))"
"POLYGON((-102.47080081577307 31.65123426958011,-102.47067003617919 31.65123411255748,-102.470679 31.651262,-102.47080081577307 31.65123426958011))"
"POLYGON((-102.437034 31.651747,-102.437022 31.651194,-102.43533400757116 31.65119202429562,-102.436516 31.654985,-102.437718 31.65884,-102.43894970042409 31.658552756708048,-102.438785 31.658419,-102.438785 31.658418,-102.438864 31.65808,-102.436262 31.652421,-102.437034 31.651747))"
"POLYGON((-102.437718 31.65884,-102.4295 31.660759,-102.4238035002887 31.662090055062155,-102.42469991430212 31.66491799035035,-102.42472 31.664764,-102.424842 31.663832,-102.429666 31.662549,-102.430926 31.662529,-102.431446 31.662075,-102.43322 31.661603,-102.436188 31.661557,-102.436189 31.661557,-102.437226 31.660651,-102.438283 31.660634,-102.43828917587267 31.660639293605147,-102.437718 31.65884))"
"POLYGON((-102.448888 31.694064,-102.446638 31.687031,-102.438316 31.689004,-102.440549 31.696055,-102.442785 31.703095,-102.444984 31.710112,-102.44718 31.717135,-102.447141 31.717009,-102.447887 31.716722,-102.440773 31.690628,-102.440773 31.690627,-102.442474 31.689959,-102.447005 31.68818,-102.447301 31.689104,-102.448888 31.694064))"
"POLYGON((-102.4462185088381 31.71736372883276,-102.44166761591227 31.71844633933214,-102.44185667784535 31.7190427768088,-102.4462185088381 31.71736372883276))"
"POLYGON((-102.465840723906 31.969357761975093,-102.4662 31.969352,-102.466102 31.964898,-102.465022 31.964024,-102.464983 31.962242,-102.463903 31.961368,-102.463825 31.957805,-102.462765 31.957822,-102.46191955532626 31.957137499171054,-102.463757 31.962801,-102.463731 31.962807,-102.465840723906 31.969357761975093))"
"POLYGON((-102.45654971757635 31.9644271242388,-102.456563 31.96505,-102.457623 31.965033,-102.46133054421504 31.968035032280852,-102.460053 31.963637,-102.45654971757635 31.9644271242388))"
"POLYGON((-102.65451 31.975452,-102.65199444561227 31.976034417452013,-102.656144 31.975961,-102.656122 31.97507,-102.655041 31.974199,-102.655041 31.974198,-102.65502 31.973308,-102.65387977861859 31.973327900090148,-102.65451 31.975452))"
"POLYGON((-102.64663268819187 31.977275806272832,-102.646648 31.97791,-102.649828 31.977854,-102.6518752900912 31.97606200511035,-102.64663268819187 31.977275806272832))"
"POLYGON((-102.4958220671849 31.980200946962594,-102.4961538748327 31.981251068441935,-102.496136 31.980455,-102.4958220671849 31.980200946962594))"
"POLYGON((-102.49625000912538 31.98553247783395,-102.4899206070131 31.98703485807186,-102.489935 31.987684,-102.494176 31.987615,-102.495216 31.986707,-102.496276 31.98669,-102.49625000912538 31.98553247783395))"
"POLYGON((-102.62774 31.985369,-102.6288 31.98535,-102.62908438465968 31.985579664947178,-102.628905 31.985024,-102.62769545301667 31.985333065708172,-102.62774 31.985369))"
"POLYGON((-102.639208 31.97715,-102.6374397173303 31.977180742380646,-102.639109 31.982379,-102.64269735991793 31.98154375215239,-102.641434 31.981566,-102.639272 31.979822,-102.639272 31.979821,-102.639208 31.97715))"
"POLYGON((-102.665747 31.978464,-102.664666 31.977593,-102.6640833805405 31.97760330819992,-102.666009 31.983497,-102.666047 31.983512,-102.66731136997477 31.983217502018498,-102.665834 31.982027,-102.665747 31.978464))"
"POLYGON((-102.656801 31.982299,-102.65666312478007 31.981872624831325,-102.656295 31.982195,-102.65629993470358 31.982404372423332,-102.656801 31.982299))"
"POLYGON((-102.64771520926564 31.981455387509786,-102.648545 31.984034,-102.648545 31.984035,-102.648546 31.984035,-102.65134621358504 31.98344612407224,-102.651016 31.98318,-102.649956 31.983198,-102.647794 31.981454,-102.64771520926564 31.981455387509786))"
"POLYGON((-102.63943090887057 31.98338267521836,-102.639109 31.982379,-102.63833405971586 31.98255883447939,-102.639357 31.983384,-102.63943090887057 31.98338267521836))"
"POLYGON((-102.66815260708988 31.990191377726966,-102.66817 31.990895,-102.67241 31.99082,-102.673448 31.989911,-102.673448 31.98991,-102.676628 31.989854,-102.676606 31.988963,-102.677645 31.988054,-102.676563 31.987182,-102.676498 31.98451,-102.67502007371374 31.983319049691655,-102.676741 31.988635,-102.668277 31.99058,-102.66815260708988 31.990191377726966))"
"POLYGON((-102.63213917730239 31.991538207729647,-102.63346650092406 31.99260865970476,-102.633031 31.991366,-102.63634689524844 31.990564108997184,-102.632022 31.987076,-102.632001 31.986186,-102.635117 31.983458,-102.636177 31.98344,-102.63676818527507 31.98292221501413,-102.6309 31.984284,-102.633047 31.991327,-102.63213917730239 31.991538207729647))"
"POLYGON((-102.65435 31.9864,-102.649688 31.987417,-102.65075939250123 31.990680160535756,-102.651188 31.990305,-102.651145 31.988523,-102.652184 31.987614,-102.654347 31.989358,-102.65521081010168 31.989342788249783,-102.65435 31.9864))"
"POLYGON((-102.66807380043525 31.989945173813723,-102.667246 31.987359,-102.65777305183478 31.989500480295952,-102.658608 31.990174,-102.659647 31.989264,-102.662827 31.989208,-102.663865 31.988299,-102.665985 31.988261,-102.66807380043525 31.989945173813723))"
"POLYGON((-102.643832 31.993107,-102.645952 31.99307,-102.646991 31.99216,-102.649111 31.992123,-102.6501122016953 31.99124664724023,-102.63560398604626 31.9943324858565,-102.636454 31.995018,-102.637514 31.995,-102.638553 31.994091,-102.642793 31.994016,-102.643832 31.993107))"
"POLYGON((-102.47656677653993 31.974832772020903,-102.476917 31.974527,-102.476898 31.973636,-102.4759873945336 31.972899927247997,-102.47656677653993 31.974832772020903))"
"POLYGON((-102.474837 31.976343,-102.47626641462536 31.975095011077094,-102.47024200236699 31.976416693358264,-102.474837 31.976343))"
"POLYGON((-102.505177 32.00526,-102.504097 32.004386,-102.504037 32.001714,-102.502977 32.001731,-102.50254078336707 32.00137798765075,-102.504175 32.006475,-102.5 32.007453,-102.49741023377493 32.00805969581229,-102.497816 32.008053,-102.498896 32.008927,-102.499936 32.008019,-102.500996 32.008001,-102.502037 32.007093,-102.504157 32.007059,-102.505198 32.00615,-102.505177 32.00526))"
"POLYGON((-102.49381321695772 32.005691893579424,-102.49548677231014 32.00704483258945,-102.495417 32.006832,-102.494964 32.005451,-102.49381321695772 32.005691893579424))"
"POLYGON((-102.49568516876967 32.00765001868889,-102.495695 32.008088,-102.49582803129496 32.00808580476411,-102.49568516876967 32.00765001868889))"
"POLYGON((-102.611284 32.033984,-102.61192 32.033845,-102.611897 32.032871,-102.610816 32.031999,-102.610795 32.031108,-102.611261 32.030701,-102.611834 32.030199,-102.610639 32.029235,-102.60956917729378 32.02837214299489,-102.611284 32.033984))"
"POLYGON((-102.561444 32.053339,-102.563094 32.053312,-102.56293207113981 32.05281221956729,-102.5554128044838 32.0545896507008,-102.556181 32.055211,-102.557921 32.055181,-102.559364 32.055157,-102.559669 32.054891,-102.561444 32.053339))"
